"name";"var_id";"name";"units";"friendly_name";"value";"ts";"name";"lat";"lng";"elev"
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.7;2020-07-29 03:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.8;2020-07-29 04:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.3;2020-07-29 05:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;0.9;2020-07-29 06:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;1.8;2020-07-29 07:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.7;2020-07-29 08:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;4.7;2020-07-29 09:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.8;2020-07-29 10:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.3;2020-07-29 11:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.3;2020-07-29 12:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.9;2020-07-29 13:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.2;2020-07-29 14:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;3.1;2020-07-29 15:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.9;2020-07-29 16:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.9;2020-07-29 17:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.3;2020-07-29 18:00:00.000;ESTEPONA;36.417;-5.1549;7
ESTEPONA;4;ANE;m/s;Velocidad del viento;2.5;2020-07-29 19:00:00.000;ESTEPONA;36.417;-5.1549;7
