"estacion";"var_id";"variable";"units";"value";"ts"
Rio San Pedro;11;TC;ºC;13.37;2023-03-19 07:30:00.000
Rio San Pedro;11;TC;ºC;13.79;2023-03-19 07:40:00.000
Rio San Pedro;11;TC;ºC;13.97;2023-03-19 07:50:00.000
Rio San Pedro;11;TC;ºC;14.4;2023-03-19 08:00:00.000
Rio San Pedro;11;TC;ºC;15.05;2023-03-19 08:10:00.000
Rio San Pedro;11;TC;ºC;15.88;2023-03-19 08:20:00.000
Rio San Pedro;11;TC;ºC;16.35;2023-03-19 08:30:00.000
Rio San Pedro;11;TC;ºC;16.85;2023-03-19 08:40:00.000
Rio San Pedro;11;TC;ºC;17.23;2023-03-19 08:50:00.000
Rio San Pedro;11;TC;ºC;17.54;2023-03-19 09:00:00.000
Rio San Pedro;11;TC;ºC;17.83;2023-03-19 09:10:00.000
Rio San Pedro;11;TC;ºC;17.98;2023-03-19 09:20:00.000
Rio San Pedro;11;TC;ºC;18.06;2023-03-19 09:30:00.000
Rio San Pedro;11;TC;ºC;18.24;2023-03-19 09:40:00.000
Rio San Pedro;11;TC;ºC;18.6;2023-03-19 09:50:00.000
Rio San Pedro;11;TC;ºC;18.81;2023-03-19 10:00:00.000
Rio San Pedro;11;TC;ºC;19.2;2023-03-19 10:10:00.000
Rio San Pedro;11;TC;ºC;19.55;2023-03-19 10:20:00.000
Rio San Pedro;11;TC;ºC;19.73;2023-03-19 10:30:00.000
Rio San Pedro;11;TC;ºC;20.03;2023-03-19 10:40:00.000
Rio San Pedro;11;TC;ºC;20.57;2023-03-19 10:50:00.000
Rio San Pedro;11;TC;ºC;20.91;2023-03-19 11:00:00.000
Rio San Pedro;11;TC;ºC;21.11;2023-03-19 11:10:00.000
Rio San Pedro;11;TC;ºC;21.48;2023-03-19 11:20:00.000
Rio San Pedro;11;TC;ºC;21.77;2023-03-19 11:30:00.000
Rio San Pedro;11;TC;ºC;22.09;2023-03-19 11:40:00.000
Rio San Pedro;11;TC;ºC;22.47;2023-03-19 11:50:00.000
Rio San Pedro;11;TC;ºC;22.94;2023-03-19 12:00:00.000
Rio San Pedro;11;TC;ºC;23.21;2023-03-19 12:10:00.000
Rio San Pedro;11;TC;ºC;23.34;2023-03-19 12:20:00.000
Rio San Pedro;11;TC;ºC;23.58;2023-03-19 12:30:00.000
Rio San Pedro;11;TC;ºC;23.76;2023-03-19 12:40:00.000
Rio San Pedro;11;TC;ºC;24.28;2023-03-19 12:50:00.000
Rio San Pedro;11;TC;ºC;24.48;2023-03-19 13:00:00.000
Rio San Pedro;11;TC;ºC;24.45;2023-03-19 13:10:00.000
Rio San Pedro;11;TC;ºC;24.67;2023-03-19 13:20:00.000
Rio San Pedro;11;TC;ºC;25.03;2023-03-19 13:30:00.000
Rio San Pedro;11;TC;ºC;25.28;2023-03-19 13:40:00.000
Rio San Pedro;11;TC;ºC;25.18;2023-03-19 13:50:00.000
Rio San Pedro;11;TC;ºC;25.12;2023-03-19 14:00:00.000
Rio San Pedro;11;TC;ºC;25.29;2023-03-19 14:10:00.000
Rio San Pedro;11;TC;ºC;25.48;2023-03-19 14:20:00.000
Rio San Pedro;11;TC;ºC;25.64;2023-03-19 14:30:00.000
Rio San Pedro;11;TC;ºC;25.65;2023-03-19 14:40:00.000
Rio San Pedro;11;TC;ºC;25.87;2023-03-19 14:50:00.000
Rio San Pedro;11;TC;ºC;25.61;2023-03-19 15:00:00.000
Rio San Pedro;11;TC;ºC;25.85;2023-03-19 15:10:00.000
Rio San Pedro;11;TC;ºC;23.75;2023-03-19 15:20:00.000
Rio San Pedro;11;TC;ºC;23.75;2023-03-19 15:30:00.000
Rio San Pedro;11;TC;ºC;23.68;2023-03-19 15:40:00.000
Rio San Pedro;11;TC;ºC;23.23;2023-03-19 15:50:00.000
Rio San Pedro;11;TC;ºC;23.48;2023-03-19 16:00:00.000
Rio San Pedro;11;TC;ºC;23.15;2023-03-19 16:10:00.000
Rio San Pedro;11;TC;ºC;22.88;2023-03-19 16:20:00.000
Rio San Pedro;11;TC;ºC;22.71;2023-03-19 16:30:00.000
Rio San Pedro;11;TC;ºC;22.42;2023-03-19 16:40:00.000
Rio San Pedro;11;TC;ºC;22.19;2023-03-19 16:50:00.000
Rio San Pedro;11;TC;ºC;22.17;2023-03-19 17:00:00.000
Rio San Pedro;11;TC;ºC;21.7;2023-03-19 17:10:00.000
Rio San Pedro;11;TC;ºC;21.58;2023-03-19 17:20:00.000
Rio San Pedro;11;TC;ºC;21.22;2023-03-19 17:30:00.000
Rio San Pedro;11;TC;ºC;21.29;2023-03-19 17:40:00.000
Rio San Pedro;11;TC;ºC;21.07;2023-03-19 17:50:00.000
Rio San Pedro;11;TC;ºC;20.73;2023-03-19 18:00:00.000
Rio San Pedro;11;TC;ºC;20.69;2023-03-19 18:10:00.000
Rio San Pedro;11;TC;ºC;20.07;2023-03-19 18:20:00.000
Rio San Pedro;11;TC;ºC;19.75;2023-03-19 18:30:00.000
Rio San Pedro;11;TC;ºC;19.36;2023-03-19 18:40:00.000
Rio San Pedro;11;TC;ºC;19.19;2023-03-19 18:50:00.000
Rio San Pedro;11;TC;ºC;19.11;2023-03-19 19:00:00.000
Rio San Pedro;11;TC;ºC;19.22;2023-03-19 19:10:00.000
Rio San Pedro;11;TC;ºC;19.42;2023-03-19 19:20:00.000
Rio San Pedro;11;TC;ºC;19.3;2023-03-19 19:30:00.000
Rio San Pedro;11;TC;ºC;18.91;2023-03-19 19:40:00.000
Rio San Pedro;11;TC;ºC;18.76;2023-03-19 19:50:00.000
Rio San Pedro;11;TC;ºC;18.5;2023-03-19 20:00:00.000
Rio San Pedro;11;TC;ºC;17.97;2023-03-19 20:10:00.000
Rio San Pedro;11;TC;ºC;17.87;2023-03-19 20:20:00.000
Rio San Pedro;11;TC;ºC;17.53;2023-03-19 20:30:00.000
Rio San Pedro;11;TC;ºC;17.33;2023-03-19 20:40:00.000
Rio San Pedro;11;TC;ºC;17.18;2023-03-19 20:50:00.000
Rio San Pedro;11;TC;ºC;17.08;2023-03-19 21:00:00.000
Rio San Pedro;11;TC;ºC;17.15;2023-03-19 21:10:00.000
Rio San Pedro;11;TC;ºC;17.08;2023-03-19 21:20:00.000
Rio San Pedro;11;TC;ºC;17.11;2023-03-19 21:30:00.000
Rio San Pedro;11;TC;ºC;17.1;2023-03-19 21:40:00.000
Rio San Pedro;11;TC;ºC;16.92;2023-03-19 21:50:00.000
Rio San Pedro;11;TC;ºC;16.74;2023-03-19 22:00:00.000
Rio San Pedro;11;TC;ºC;16.58;2023-03-19 22:10:00.000
Rio San Pedro;11;TC;ºC;16.48;2023-03-19 22:20:00.000
Rio San Pedro;11;TC;ºC;16.44;2023-03-19 22:30:00.000
Rio San Pedro;11;TC;ºC;16.34;2023-03-19 22:40:00.000
Rio San Pedro;11;TC;ºC;16.2;2023-03-19 22:50:00.000
Rio San Pedro;11;TC;ºC;16.14;2023-03-19 23:00:00.000
Rio San Pedro;11;TC;ºC;16.01;2023-03-19 23:10:00.000
Rio San Pedro;11;TC;ºC;16.08;2023-03-19 23:20:00.000
Rio San Pedro;11;TC;ºC;16.17;2023-03-19 23:30:00.000
Rio San Pedro;11;TC;ºC;16.2;2023-03-19 23:40:00.000
Rio San Pedro;11;TC;ºC;16.23;2023-03-19 23:50:00.000
